,quote,probability,logprobs
234,"You are being programmed.

You cannot stop it.

Everything you ARE stems from what you’ve experienced.

It’s an unstoppable force like Gravity.

You cannot stop the programming but,

YOU can CHOOSE what you hear and experience.

You can choose WHAT and WHO programs your mind.",-197.57569586366006,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.532899, -2.571688, -6.1304646, -9.672207, -2.2928548, -1.4394784, -0.04648847, -2.8710585, -4.460572, -3.9230235, -1.6053619, -0.53432673, -0.67644256, -0.00048286718, -6.448289, -0.8473629, -10.368872, -7.810451, -0.042770535, -1.6990478, -0.20730677, -3.5872595, -0.004024938, -0.09480244, -3.9809859, -0.6715823, -0.20977208, -0.00017282138, -3.596819, -0.69105214, -0.00033146844, -0.0029801591, -4.303481, -4.6131787, -1.7797276, -5.39201, -6.1340322, -0.37645, -0.12834398, -0.00020322429, -1.9161919, -1.8598489, -1.446544, -2.2233112, -2.1950328, -3.967888, -4.332879, -2.0097334, -0.00022337619, -3.248236, -1.8301127, -3.703704, -0.0006686431, -1.6336225, -0.9657199, -7.3901286, -1.3286546, -3.0592794, -0.26735786, -0.04149536, -0.00028293548, -1.6548759, -0.5791814, -1.4881003, -5.377934, -3.0599923, -0.45025942, -2.2770436, -2.931268, -0.87023145, -0.2766017]"
235,ok,-42.487935786,"[None, -8.736406, -5.369695, -1.8181292, -10.783834, -0.37883884, -0.001343746, -3.349558, -12.050131]"
236,We’re on the move. https://t.co/8smPKk17NN,-104.63890628684,"[None, -8.736512, -5.3717523, -1.8188045, -10.78338, -0.3791224, -0.0013501334, -3.3489532, -6.035279, -4.0177107, -0.002164576, -0.5001092, -5.2642136, -0.66735375, -5.6659245, -1.7735126, -8.069078, -0.036055908, -0.17538819, -0.0019716513, -0.0023786866, -0.00079939154, -4.2927876, -8.215851, -8.797017, -4.1660504, -8.183289, -8.332097]"
237,"Why would you take one multi vitamin instead of the whole bottle like a champion?

Who dies from vitamins lol.

You want to be strong or not?",-154.74512677904994,"[None, -8.736464, -5.3707213, -1.8173294, -10.782857, -0.3785961, -0.0013449409, -3.3528316, -7.479978, -3.5979235, -1.161948, -4.472927, -4.393991, -12.546057, -4.3559537, -3.319622, -0.014337582, -3.5565012, -3.1115232, -1.4326725, -7.5662665, -2.603635, -6.4064126, -0.306598, -0.92355084, -0.068867624, -6.3925004, -8.855491, -1.9913284, -4.568081, -9.049144, -1.8197502, -0.98825574, -0.00063524215, -3.4848032, -4.931741, -0.61399114, -2.4694927, -5.22306, -4.376916, -1.8418336, -0.37919357]"
238,"We’re all in the battle against the Matrix

Watch the full EM episode here:
https://t.co/LELFNWhPLs https://t.co/9ml3gFZXNe",-216.53008461710994,"[None, -8.736292, -5.3710475, -1.8155655, -10.782253, -0.37885326, -0.0013495366, -3.3539886, -6.0335455, -4.0153604, -0.0021661292, -0.49906123, -2.0200849, -2.3696437, -1.1414376, -9.449392, -3.003186, -1.7630537, -11.377023, -5.13633, -0.0065642227, -7.571874, -1.5737263, -2.685518, -12.718587, -7.3650007, -1.2133565, -0.6914542, -0.8764684, -13.304913, -0.0020664372, -5.56079, -0.110459775, -0.30767345, -0.00077821646, -8.342426, -4.237144, -8.4508095, -7.9393992, -8.193875, -3.8858569, -2.6140168, -0.0017586462, -0.014785668, -0.00058048975, -0.0021849454, -0.0003345106, -4.2372227, -8.19659, -4.223111, -4.2432785, -4.312961, -7.97565, -8.419236]"
239,"A man can be in the worst position and all he will say is “I’ll take care of it”

He might be flat broke with no hope, but that’s what he will say.

And might get grumpy but somehow he always finds a way.

Respect to all the real men out there that do the impossible daily.",-225.00178897253,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.0429287, -1.8151453, -4.201432, -2.033735, -4.7175875, -2.0552397, -5.912745, -3.5434127, -1.6941335, -7.2166977, -0.92407453, -4.7604055, -3.427039, -0.09446094, -1.7820694, -0.30087823, -1.2142203, -1.5807709, -0.0060780044, -2.4667115, -3.3263137, -2.2916121, -0.04284183, -0.42083326, -1.1755768, -0.00997232, -3.209959, -0.005104353, -4.2690916, -5.32566, -1.4428011, -8.230664, -0.3255729, -2.9307601, -0.93360156, -3.0822692, -3.541502, -0.7306883, -4.0977764, -1.2182051, -0.0008337527, -0.007072408, -1.0572052, -0.17033945, -0.9238608, -0.24862717, -0.50302297, -0.6834193, -0.00027566, -3.6637504, -9.850999, -4.6144753, -9.765681, -0.3484215, -6.010085, -6.9033446, -1.292652, -3.6468863, -2.4594004, -0.18033198, -0.13480483, -1.4349546, -0.19852449, -0.00025145593, -8.912129, -1.120754, -3.449138, -1.8116877, -0.8821238, -4.043222, -0.32499206, -0.54366225, -0.016543433, -3.773131, -2.9333525, -2.6069403, -3.894071, -4.1298776, -0.6197388]"
240,"SUPER YACHT FINALE - CROATIA TAKE OVER

Tate Confidential Ep. 166

WATCH NOW:
https://t.co/qmpVVorqQx https://t.co/BI5jv78ihi",-268.3230582480001,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -14.769914, -7.8337407, -5.5508604, -0.09398421, -9.97676, -3.0346289, -3.7216308, -7.0815635, -2.1029594, -0.5115907, -0.11004742, -8.98332, -0.95338285, -2.817931, -2.5366511, -0.0066033425, -5.386964, -8.805517, -9.940938, -4.682785, -7.509036, -0.7173536, -10.679519, -2.687968, -0.0014150739, -8.338107, -2.7893836, -1.1432498, -2.9426844, -12.769522, -0.0035627366, -2.846493, -0.7361169, -0.08692069, -0.0008396568, -4.221926, -8.226937, -4.3081927, -4.0593452, -8.540353, -3.8845303, -4.0812864, -4.0638328, -2.944235, -0.0015038374, -0.015260218, -0.0010802733, -0.0023245555, -0.0010202485, -8.436667, -4.1167903, -4.067664, -4.2653303, -8.218427, -8.222322, -4.0494514]"
241,"You can fight the realities of the world and lose. 

Or you can accept them and become successful.

You decide.",-103.24986420100001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -5.515261, -1.8926787, -6.9490356, -2.5411282, -9.459725, -0.8316782, -1.6161319, -0.781009, -3.229414, -1.2903231, -1.9384093, -6.5167084, -1.1532336, -2.8061903, -4.2956114, -0.42657897, -0.02072147, -1.9546193, -1.0234927, -0.40773696, -5.0339913, -3.2239323, -0.21655951, -0.7563763, -0.2808892, -2.984442, -5.0994186, -0.56598073]"
242,"Use all that drama and put it into work

Watch the full interview here:
https://t.co/Ta7znCsRu6 https://t.co/50QVeuNkHJ",-199.83956303444998,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -8.835811, -5.394646, -3.4927862, -11.88603, -2.3306239, -4.3334603, -0.11010231, -0.9728056, -4.792635, -5.235979, -0.0140997395, -7.5072527, -2.013646, -2.2440736, -0.9875781, -1.4021844, -0.5765839, -0.8099909, -13.849942, -0.00064299355, -6.186909, -0.46813026, -0.06884815, -0.0002776884, -8.741158, -3.791981, -8.611062, -8.501017, -8.601038, -3.6445873, -2.8767955, -0.0015542204, -0.01340425, -0.001124788, -0.0024328204, -0.0003626532, -8.48022, -3.9907088, -4.382242, -8.1048565, -4.198933, -3.9658868, -4.335525, -3.6410475]"
243,Some men are born with a fire inside of them https://t.co/eYWEeagMJm,-114.66237553900001,"[None, -8.736814, -5.368927, -1.8171915, -10.781565, -0.37941182, -0.0013431536, -3.3533845, -8.333433, -3.4158125, -1.2371387, -0.7837803, -2.587021, -1.8752075, -7.3609314, -2.3810515, -2.4059591, -0.08668795, -11.691355, -0.032626238, -0.396296, -0.006249766, -0.009638736, -0.0007204754, -4.5552955, -3.8226528, -8.576516, -4.3467197, -8.164992, -8.360555, -3.7930984]"
244,G,-39.4314745334,"[None, -8.737132, -5.373468, -1.8174864, -10.780857, -0.3789807, -0.0013501334, -3.3493373, -8.992863]"
245,Cowardice is the modern plague of man.,-68.639392641,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -12.573789, -1.79767, -0.36300063, -0.89690036, -0.59288526, -10.915089, -5.460018, -2.109994, -2.809256, -0.68220323]"
246,"If you miss payment or have a low account score you're put in jail with this video.

Two weeks to improve, otherwise you are ejected back to the Matrix and perma banned.

You will NEVER be able to join again.

Losers get kicked out.

Winners stay inside of https://t.co/8EUCQbL4Y0 https://t.co/9tz3kYGcBY",-347.73460608168,"[None, -8.736505, -5.37132, -1.8189504, -10.785883, -0.37948063, -0.0013452994, -3.3515425, -4.9878964, -0.69695765, -8.209713, -10.891505, -4.3932405, -3.5971699, -1.4240685, -3.5929842, -4.9165907, -7.1945524, -3.3465397, -4.6844096, -6.3114185, -1.4475318, -2.6227212, -4.923104, -6.320368, -7.549411, -2.3423333, -1.2323453, -0.12687159, -7.548664, -3.8549073, -4.643281, -4.6285405, -2.906216, -1.943335, -1.2411526, -3.2586784, -8.544081, -6.281353, -0.5837126, -0.7319695, -7.9444075, -2.7759433, -9.457767, -0.7096779, -1.1484369, -0.74649745, -0.7267998, -0.0024790647, -3.3123443, -2.8747616, -6.43444, -1.3261533, -1.1389501, -0.009306468, -3.2896636, -1.8500419, -0.7246931, -0.7097844, -0.0017560199, -11.208723, -0.47273058, -3.3872423, -3.4861054, -0.69858843, -1.4105352, -0.5132021, -0.0007599616, -3.7254684, -0.007850712, -2.0034013, -3.4461868, -5.782201, -9.789958, -0.0069412556, -2.9569254, -0.11230087, -0.49022272, -0.0022924743, -4.2136273, -4.411036, -7.622783, -3.7996552, -4.1533046, -4.203553, -3.9343581, -4.1376805, -3.844104, -3.8772342, -0.0021656505, -0.002639098, -0.00057285564, -0.0014656343, -0.00070126774, -4.355805, -8.344631, -4.204961, -4.2376566, -3.9419568, -4.518935, -3.9714193, -7.8461714]"
247,Girls genuinely shooting their shot with Top G saying they agree with all I say and im the last real man on earth and they wish men were like me to be rejected for having the vaccine.,-212.99717365549998,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -11.630204, -12.875508, -14.551487, -3.3317802, -2.5700095, -3.216236, -10.984593, -7.049842, -8.98388, -2.7140758, -8.483214, -0.4892007, -4.7972107, -6.9756637, -1.1228256, -1.6384478, -8.517693, -3.6998913, -6.92002, -3.043977, -1.5979835, -1.8797591, -0.5094499, -2.6436982, -2.4013476, -4.863394, -4.2658615, -1.1696297, -0.7772625, -0.08293752, -5.96354, -3.3265617, -6.6191974, -3.081333, -4.348221, -2.5383592, -11.411867, -1.4803766]"
248,I dont sleep with vaccinated women.,-69.796413011,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.3506677, -4.6355925, -7.743074, -8.056078, -2.7747114, -14.527255, -0.92884165, -0.6921726]"
249,Shotokan https://t.co/TanEX3XDQm,-102.45513296499998,"[None, -8.736772, -5.3719716, -1.8179548, -10.782097, -0.379896, -0.0013479257, -3.3535252, -13.993705, -3.4533336, -0.67661047, -11.196635, -0.03221472, -1.6653798, -0.059878748, -0.008854694, -0.0016406073, -12.912314, -7.5785437, -4.279969, -3.9755175, -4.443172, -3.7619421, -3.9718575]"
250,HARAM,-51.020896160999996,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -15.155319, -5.42699]"
251,POV: You're the Top G https://t.co/KWi7JClcbm,-134.585644225,"[None, -8.736459, -5.369437, -1.8189898, -10.783591, -0.37911874, -0.001340884, -3.350317, -15.922584, -3.2439125, -4.7000284, -2.9324558, -3.2917418, -9.82753, -7.886315, -12.695316, -0.060873613, -2.0449598, -0.065330155, -0.009466812, -0.001068221, -4.3712964, -8.586783, -3.7113953, -4.131684, -8.279184, -4.294571, -8.089895]"
252,"The best thing about being a man:

You get to build your character from the ground up

Watch the full interview here:
https://t.co/Ta7znCbgCy https://t.co/cyEd0Yu0za",-216.30448128269,"[None, -8.736196, -5.3728867, -1.8174692, -10.783024, -0.37864485, -0.0013411234, -3.3539877, -4.176121, -4.2577896, -3.5719087, -1.6689672, -2.8530626, -0.8768241, -2.801693, -6.2162976, -4.4204545, -0.00783829, -2.2662015, -3.1124237, -0.1655873, -7.834799, -1.6049205, -5.627844, -2.6439357, -1.3972472, -0.91223335, -0.027706997, -3.5376735, -0.0009087415, -8.336996, -2.044016, -2.635847, -2.6316328, -1.1689843, -0.5508704, -0.807182, -14.504667, -0.0018042055, -5.897481, -0.41594562, -0.21095969, -0.00090140215, -8.756104, -3.8141096, -8.622608, -4.3039107, -7.9956894, -8.235178, -3.6328208, -0.0016928478, -0.011091927, -0.0006834935, -0.0032815735, -0.00070747134, -8.161967, -8.365147, -4.20695, -8.614889, -3.7852044, -8.159171]"
253,Nobody hires bumbaclarts.,-76.8417878355,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.360677, -10.674562, -7.97949, -5.021123, -8.558358, -3.776545, -1.0303979]"
254,G,-39.438992935499996,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.998358]"
255,"My homes, Romania and UAE - both have national patriotic days on December 1st.

My birthday is December 1st.

Cosmic symmetry.

I state as a matter of absolute fact if you live in a country which celebrates itself on the same day you celebrate yourself you gain magical powers.",-230.34098559993,"[None, -8.737113, -5.3728476, -1.8154777, -10.782103, -0.37882602, -0.001348044, -3.3491383, -7.7593493, -11.004599, -4.2489076, -13.210318, -0.81663364, -8.681662, -6.133723, -3.4317956, -2.028174, -7.112313, -9.694985, -2.1843112, -2.5668573, -2.202137, -0.060879376, -0.6029737, -0.7163638, -1.8029902, -0.02018386, -3.5565436, -4.782962, -0.5808247, -1.809921, -0.65597427, -0.084914826, -0.79907924, -0.72498304, -0.00053337787, -9.917648, -0.6579012, -7.5828843, -1.416802, -0.62605554, -0.00042806406, -2.0785568, -10.821911, -5.1872306, -0.8370296, -2.1289537, -0.020010842, -6.2004395, -0.56703556, -7.9946966, -1.5869615, -4.127564, -0.81542605, -1.6577408, -1.3459448, -3.3314357, -2.3315883, -5.0039945, -1.1244317, -1.9218057, -1.732177, -0.16234186, -1.5623319, -1.497962, -0.7731519, -2.2856162, -8.007002, -6.35725, -0.45114344, -0.51578665]"
256,#HappyBirthdayTopG https://t.co/rFMdz6CJZQ,-115.232272849,"[None, -8.736641, -5.369459, -1.8194628, -10.782615, -0.38004562, -0.0013413618, -3.3507972, -8.819327, -8.856312, -2.1265473, -0.017649911, -9.964701, -4.8581653, -8.820184, -0.08728771, -0.115863346, -0.0068037007, -0.016546708, -0.0113746915, -4.479129, -7.841989, -4.1923494, -3.9665868, -4.069412, -4.51111, -3.884756, -4.021869, -4.123947]"
257,HARAM. https://t.co/fHLWDHIUzM,-102.70380962019999,"[None, -8.736224, -5.3699055, -1.8195232, -10.781159, -0.3789136, -0.0013394516, -3.349205, -15.144292, -5.416492, -3.190983, -6.2901735, -0.121129565, -0.09926544, -0.0011184614, -0.004279134, -0.0011721682, -4.3973484, -8.117201, -8.30386, -9.234179, -4.0179524, -3.9024098, -4.025684]"
258,"KNOW THIS. 

Not everybody will rise today. 

Some will die as they sleep. 

Most will rise and their day will be wasted. 

VERY FEW MEN WILL RISE AND SHINE. 

I do BOTH. 

Day after fucking day.

I never waste a conscious SECOND.",-236.43903508034998,"[None, -8.736545, -5.3715615, -1.8165371, -10.7823515, -0.3783415, -0.0013445832, -3.3489473, -12.974882, -6.512044, -2.5052056, -5.7150154, -1.0617815, -2.2405946, -6.9561768, -6.4331017, -3.2343152, -7.952928, -6.751963, -0.5887012, -1.3569413, -0.123170026, -0.5124413, -3.9210417, -1.1253101, -3.160706, -4.793027, -1.1094584, -1.6068002, -0.45755765, -0.4301507, -0.01668409, -0.055545367, -5.262321, -0.6129693, -3.104956, -1.4047036, -6.25529, -2.035351, -0.12049391, -0.7757373, -6.2599473, -0.73489773, -0.26074883, -0.011044736, -0.023495188, -9.495034, -0.030882344, -0.10973122, -0.00016328375, -7.0079875, -1.1559626, -1.4054116, -0.00610643, -1.0766392, -4.8680525, -0.2237741, -0.78975785, -0.32513264, -0.023531433, -0.031227883, -3.236792, -5.2292924, -10.495855, -1.7527397, -0.9833644, -0.6818882, -0.024760826, -0.03502091, -8.042455, -2.8652773, -7.18083, -0.054423686, -0.28523096, -2.702582, -0.11923977, -1.7746013, -4.5493793, -2.2994282, -0.52303773, -10.129239, -7.6013417, -0.0044340044, -0.4252999]"
259,Fajr,-48.90572516100001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -8.664929, -5.469897, -4.332312]"
260,"What did Neo do to end up arrested by the agents and threatened? 

Nothing. 

He was simply awake. 

And once they know that you know how the world works. 

They come for you.",-167.69843561049998,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -6.0468903, -4.6413684, -11.154242, -2.0398629, -1.706474, -5.2813954, -1.0775801, -7.8328934, -1.8961351, -0.40522057, -2.6450334, -3.1103404, -6.322162, -3.7556708, -4.6883497, -0.47032744, -2.5445797, -6.3828545, -0.81718856, -1.9574283, -0.07122911, -0.41938075, -1.9466954, -1.5650772, -3.2632287, -7.0968647, -1.0411787, -0.9577877, -0.032896243, -0.07261447, -2.917401, -5.665519, -4.2900195, -3.8844023, -1.4621133, -1.2204765, -1.2744961, -5.679005, -1.8565924, -1.8893561, -1.1303773, -5.493695, -0.83841133, -0.0181725, -0.044580664, -1.176696, -6.020015, -0.86231744, -0.008196138, -0.28300816]"
261,Top G has an addiction https://t.co/W1Me3Ev4jw,-122.60477283920001,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -10.739834, -8.430753, -8.601647, -4.1299477, -7.1646934, -11.1851845, -0.04873076, -0.43581486, -0.010136626, -0.011848536, -0.0013572962, -4.400272, -3.992702, -8.404696, -3.9774804, -8.3436365, -4.174562, -4.1195817, -3.9933074]"
262,"Lone wolves survive.

Packs thrive.

You have no connections, you have no powerful or skillful friends.

How do you expect to know what's happening all around you when you can only look one direction at a time?

Learn More:
https://t.co/66QzUzoFzj",-247.55358376694,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -14.62631, -3.06241, -6.3187175, -2.414041, -1.5851288, -0.03630082, -4.970276, -1.4264706, -3.5743086, -0.12914294, -0.4482806, -0.0007854929, -3.7083206, -3.0216498, -3.0871444, -8.532106, -1.658046, -3.2344346, -1.1408138, -0.13378459, -9.191402, -6.938652, -8.0583, -0.058841508, -1.1350683, -0.8890936, -0.07772089, -0.00024906988, -4.8150167, -1.8485062, -0.06578355, -1.029814, -0.05561165, -7.314153, -1.5612088, -1.3311094, -1.6759411, -7.578385, -1.0319984, -0.27832785, -3.6902573, -0.25709608, -2.9070935, -2.8299077, -3.3443766, -3.5466008, -1.301338, -0.37152755, -0.03245223, -0.0023304108, -0.14861113, -0.4052665, -0.00019893186, -7.428341, -7.2485795, -1.8373119, -1.3497087, -13.330483, -0.0040644947, -5.427265, -1.2486266, -0.28540856, -0.0018089833, -8.585081, -3.9454846, -4.2844133, -4.6038213, -8.459049, -4.269452, -3.890658, -4.03268]"
263,"Im organising flying my Bugatti from Dubai to Qatar, turning up to the world cup with a 25 man security team to make sure peasants dont touch the car - VIP box and a fat cuban.

Will yell at the players below telling them how to win.

Just put the ball in the net dummies.

#TopG",-318.9503957995699,"[None, -8.736259, -5.3686004, -1.8200704, -10.783544, -0.378407, -0.001340288, -3.3512318, -9.424691, -15.05868, -12.742772, -5.8615904, -14.7768345, -0.37831554, -4.5821486, -4.1485205, -0.2255794, -5.5776873, -2.0935426, -8.903434, -4.0386853, -1.6294274, -0.6158427, -6.466212, -0.998378, -2.8041353, -1.525488, -8.300046, -3.6986198, -2.6761239, -0.9672823, -3.3300245, -2.6091526, -0.1095527, -12.910386, -1.3399642, -1.4645858, -2.4524794, -0.81523365, -6.17429, -9.571207, -7.8158913, -3.300553, -2.6616457, -6.2080646, -7.9711227, -0.03945686, -2.6904604, -1.7536676, -0.016853625, -7.160846, -12.194085, -0.72481894, -1.544514, -2.9604323, -8.508605, -6.058406, -0.061155163, -2.6747909, -1.1895092, -3.5978937, -1.9706299, -0.9539792, -0.00083894253, -5.6257467, -6.267479, -2.026689, -3.0966597, -0.22885238, -0.09556965, -0.655228, -7.1675553, -1.4729841, -0.75588256, -0.7290271, -0.00083930104, -5.3240805, -8.695398, -6.0398192]"
264,G and the Top G https://t.co/90UXgRZk1N,-121.42172176669999,"[None, -8.736208, -5.3726125, -1.8174676, -10.783379, -0.37878695, -0.0013413618, -3.3507607, -8.993113, -8.549116, -3.6513224, -9.501355, -5.535319, -10.856682, -0.307562, -2.256823, -0.033297323, -0.035354123, -0.0027071089, -8.437642, -7.9974895, -4.38017, -4.2281137, -3.8130565, -4.3794565, -4.0158815, -4.006705]"
265,Make your last name mean something. Only a coward doesn’t care.,-92.56211379055999,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -8.070399, -2.488287, -9.019002, -4.875669, -6.511517, -1.4081287, -1.2066847, -7.414646, -2.770974, -6.448037, -4.2366085, -0.7139028, -0.00074749446, -0.0003718351, -3.6773386, -3.281213]"
266,"I will emerge from the dark roach-infested dungeon more ninja than ever before.

They cannot break me",-122.1209495041,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.6542435, -3.4207647, -10.733852, -1.4144444, -1.1932513, -4.7176466, -10.719873, -6.211691, -1.4559101, -0.38011545, -0.0025588416, -4.9517508, -6.912505, -10.378361, -1.0504372, -0.6517794, -1.571353, -0.5284643, -0.8567231, -0.010578137, -6.2047715, -6.999806, -5.9236183, -0.73581594]"
267,"Reality is self-constructed. 

In my world, I am in absolute control every second. 

Do you use this power?",-129.50293924589997,"[None, -8.736516, -5.3718376, -1.817981, -10.784813, -0.37889564, -0.0013426759, -3.349121, -11.557711, -0.41858995, -6.5206356, -0.12724431, -5.0637956, -1.3685845, -0.94293, -5.558698, -0.58625764, -2.471671, -3.2181334, -3.9293203, -6.21835, -0.28687912, -1.866657, -1.4788527, -4.287537, -6.938377, -0.33930412, -8.935873, -2.2539089, -1.107452, -1.3620301, -0.06868145, -0.50092584, -5.5796175, -0.5282338, -6.532608, -2.6763725, -4.8451214, -1.4920796]"
268,"Competence satisfies your soul as a man

Watch the full interview here: 
https://t.co/rS2vYKJull https://t.co/57fMcP2k9h",-198.79225649794003,"[None, -8.737125, -5.370165, -1.8173598, -10.781217, -0.37964085, -0.0013466117, -3.353961, -12.069183, -0.8170233, -10.9710455, -4.6264043, -3.7965407, -5.0978866, -2.9624648, -2.4731998, -5.045241, -0.0131865, -8.494437, -2.053405, -3.3480806, -2.050486, -1.3176672, -0.6830182, -6.6487103, -2.175062, -1.8835564, -0.0003222875, -5.6530123, -0.4668152, -0.344122, -0.00026886605, -4.5120335, -4.459149, -3.6594954, -4.113816, -4.110467, -4.3359933, -4.057774, -12.20595, -2.7118802, -0.0011107035, -0.010353231, -0.00074630143, -0.00068337336, -0.0003209734, -8.380999, -4.2664137, -8.051023, -4.4747305, -3.8033204, -4.2320104, -4.0366774, -3.935355]"
269,Seeds of doubt grow into forests of inaction.,-65.320774621,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -14.158531, -1.3651496, -3.7741482, -3.6421676, -1.0432202, -4.830566, -0.19908026, -5.5733156, -0.296009]"
270,It’s called clown world because there will always be a large part of the population who believe in the circus.,-101.96835031500002,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -4.5825133, -2.1909473, -0.002785229, -0.004270333, -7.0212517, -13.287848, -5.38117, -1.825147, -3.746854, -4.896518, -1.418767, -0.021529494, -1.8880992, -6.3404374, -3.824854, -0.016708398, -0.4230293, -0.2675162, -1.2485445, -4.4135327, -1.6871351, -1.9931784, -4.180633, -0.8664936]"
271,"Pitch black surrounded by cockroaches.

Unable to sleep, I hunt in the dark.

I await daybreak to count my kills.",-136.45447895786,"[None, -8.740145, -5.3710027, -1.8165246, -10.7817, -0.37969086, -0.0013460156, -3.3469203, -14.674438, -4.401467, -8.817832, -0.8953265, -10.77834, -0.07959564, -0.00084586226, -1.2405965, -1.0487825, -0.039724186, -7.3942165, -2.149812, -0.01572313, -2.9386783, -0.55259645, -1.5613227, -11.821234, -4.5323496, -0.39853764, -1.0758079, -1.9734149, -0.5282985, -0.002221564, -2.0122633, -9.636189, -5.056249, -0.09806139, -2.1301155, -5.4265394, -0.9203502, -3.6701007, -0.14611962]"
272,"I don't believe in faking it before you make it.

There is nothing “fake” about belief.

You have to wait for the rest of the world to catch up with what you already know.

You have to see through time, act accordingly, and prepare a “told you so” that eternally upsets doubters.",-223.85720129075,"[None, -8.736966, -5.3704934, -1.8183771, -10.782255, -0.37906748, -0.0013441055, -3.3530378, -4.6360774, -2.9225366, -0.52241296, -4.1417055, -1.133603, -8.651255, -3.832648, -1.2750244, -6.407503, -1.2411789, -0.19041108, -0.010313363, -0.41474336, -1.4780155, -0.050492752, -4.713419, -1.1687955, -2.8219833, -7.664831, -0.2436795, -1.0653409, -0.2938309, -0.0035634544, -0.1651885, -7.032141, -0.6598445, -1.4910171, -0.00022313965, -2.7177951, -2.635208, -0.38678885, -8.390186, -1.101165, -1.3928928, -6.6029696, -0.19037718, -0.52230865, -1.697618, -0.05847056, -0.7973084, -0.03553463, -1.1470091, -2.7431858, -0.14742452, -1.6438295, -0.23096578, -0.72004384, -0.31498733, -0.0003059484, -2.5295484, -1.2564214, -0.061684202, -4.823614, -5.0665216, -5.298466, -2.0566275, -8.354668, -3.2677243, -0.38906878, -0.19253069, -5.095349, -5.2138524, -5.2365446, -0.01774534, -11.62344, -0.28499818, -0.012112992, -0.2530037, -0.0019040498, -5.4114957, -9.826046, -3.7668586, -8.232908, -0.31120536, -6.6959453, -0.053664114, -0.373559]"
273,"Stop for 10 seconds. 

Stop whatever you're doing, put your phone down. 

Clear your mind. 

Deep breath in and out. 

Do you notice how happy you feel? 

You've been happy all of this time, but you weren’t paying attention. Keep the smile. 

Then back to work. Let's fucking go.",-218.88343968141,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.595313, -6.0107965, -7.2217107, -1.3940964, -2.4366188, -5.9725556, -0.57847756, -2.3868265, -4.8917313, -9.786252, -0.15316777, -1.8028488, -0.041127305, -1.9203242, -3.714121, -1.1451916, -1.4484785, -0.5233182, -3.1482642, -0.98022616, -0.043471884, -0.18062106, -6.065395, -0.095315814, -0.24073827, -0.9869571, -0.51546925, -0.012564675, -0.016357109, -5.5586057, -0.5575055, -0.7576512, -2.1207016, -0.54908437, -0.22972499, -0.30582923, -0.011903304, -0.024484944, -3.4669523, -1.9963427, -3.6885126, -1.4171519, -6.8157673, -0.27681553, -0.95358264, -0.8099197, -0.56039923, -0.027986284, -0.049055114, -2.6190987, -3.0061839, -3.227917, -5.6319833, -1.292437, -6.2109723, -0.960435, -0.036196187, -1.1840919, -1.2222017, -0.5428753, -3.8003192, -5.370316, -0.0025028484, -0.00021491051, -1.819222, -0.07419257, -0.35118097, -7.797001, -3.6793377, -2.6357498, -1.9865297, -0.8811073, -0.032661896, -0.045681626, -6.0960193, -6.2838683, -0.045680005, -0.7954788, -0.52797884, -6.1857643, -0.4574259, -8.190191, -1.045085, -0.9185911]"
